Name,University,Major,Graduation Year,Skills,Achievements,Experience,Email ID
Riley Garcia,UC Berkeley,Mechanical Engineering,2029,"Scala, Computer Vision, CSS, Go, Docker, Ansible","Innovation Grant Recipient, Open Source Contributor",Cloud Engineer Intern at IBM,rileygarciaDULQG@gmail.comEmail ID
Blake Thomas,Carnegie Mellon University,Data Science,2027,"Ansible, Rust, Linux, Blockchain",Hackathon Finalist,"Machine Learning Intern at Meta, Cloud Engineer Intern at Salesforce",blakethomasMAEBN@gmail.comEmail ID
Taylor Martinez,Carnegie Mellon University,Artificial Intelligence,2030,"MATLAB, Computer Vision, Data Analysis, NLP, C++",Scholarship Recipient,Software Developer Intern at Adobe,taylormartinezMQIUG@gmail.comEmail ID
Cameron Smith,Carnegie Mellon University,Mechanical Engineering,2030,"Node.js, Computer Vision, GraphQL, TensorFlow, React, Docker, Scala","Hackathon Finalist, Innovation Grant Recipient, Startup Founder","Cloud Engineer Intern at IBM, Startup Co-Founder (Tech Product)",cameronsmithNTXSZ@gmail.comEmail ID
Cameron Walker,University of Michigan,Computer Science,2027,"Scala, C++, MATLAB, Docker","Patent Holder, Hackathon Winner, Best Thesis Award","AI Research Intern at OpenAI, Data Analyst Intern at Oracle",cameronwalkerMFVWH@gmail.comEmail ID
Kendall Clark,MIT,Software Engineering,2026,"Data Analysis, C++, Java, Cloud Computing","Hackathon Finalist, Robotics Competition Winner",Robotics Research Intern,kendallclarkFBDUY@gmail.comEmail ID
Quinn Brown,UC Berkeley,Bioinformatics,2025,"Go, Machine Learning, C++, AWS, GraphQL","Coding Competition Winner, Open Source Contributor, Internship at FAANG","Software Developer Intern at Adobe, Intern at SpaceX",quinnbrownSZJVK@gmail.comEmail ID
Sam Lewis,Purdue University,Software Engineering,2030,"MATLAB, C++, GraphQL, PyTorch, Blockchain, Node.js, React","Coding Competition Winner, Tech Blog Contributor, Scholarship Recipient","Robotics Research Intern, Software Developer Intern at Adobe",samlewisSADAQ@gmail.comEmail ID
Cameron Smith,Princeton University,Electrical Engineering,2025,"Machine Learning, Linux, Python, Ansible","Hackathon Finalist, Coding Competition Winner",Teaching Assistant for CS courses,cameronsmithTKHKB@gmail.comEmail ID
Skyler Williams,Cornell University,Mechanical Engineering,2030,"Ansible, C++, MATLAB, Scala, Blockchain, JavaScript","Open Source Contributor, Conference Speaker, Winner of AI Challenge","Machine Learning Intern at Meta, Data Analyst Intern at Oracle",skylerwilliamsQWXUE@gmail.comEmail ID
Logan Taylor,University of Michigan,Electrical Engineering,2028,"Docker, TensorFlow, GraphQL, Linux, Ansible",Innovation Grant Recipient,"Data Analyst Intern at Oracle, AI Research Intern at OpenAI",logantaylorCORCW@gmail.comEmail ID
Riley Anderson,Purdue University,Robotics,2025,"Kubernetes, GraphQL, Machine Learning, Cybersecurity, SQL","Scholarship Recipient, Coding Competition Winner, Best Thesis Award","Teaching Assistant for CS courses, Data Science Intern at Amazon",rileyandersonZVTOJ@gmail.comEmail ID
Sam Clark,UC Berkeley,Electrical Engineering,2030,"GraphQL, Deep Learning, HTML, Java","Coding Competition Winner, Internship at FAANG",Startup Co-Founder (Tech Product),samclarkPNSTQ@gmail.comEmail ID
Taylor Walker,Stanford University,Electrical Engineering,2030,"Ansible, Computer Vision, Data Analysis, HTML, MATLAB","Coding Competition Winner, Published Research Paper","Cloud Engineer Intern at Salesforce, Software Engineering Intern at Google",taylorwalkerFHHUA@gmail.comEmail ID
Sam Miller,UC Berkeley,Electrical Engineering,2030,"Scala, Deep Learning, Data Analysis, Docker, React, GraphQL","Innovation Grant Recipient, Tech Blog Contributor, Hackathon Winner",Machine Learning Intern at Meta,sammillerTBSOO@gmail.comEmail ID
Logan Williams,Caltech,Artificial Intelligence,2030,"Python, Blockchain, Rust, MATLAB, Scala","Conference Speaker, Robotics Competition Winner, Best Thesis Award","Machine Learning Intern at Meta, Software Engineering Intern at Google",loganwilliamsVSDJZ@gmail.comEmail ID
Kendall Lee,Princeton University,Computer Science,2025,"Cloud Computing, Linux, SQL, Machine Learning, Python, PyTorch, NLP","Hackathon Finalist, Open Source Contributor, Conference Speaker",Research Assistant in AI Lab,kendallleeCGQER@gmail.comEmail ID
Cameron Lee,Harvard University,Bioinformatics,2028,"SQL, React, NLP, Docker, Rust, Node.js, TensorFlow","Coding Competition Winner, Patent Holder",Startup Co-Founder (Tech Product),cameronleeOVCKU@gmail.comEmail ID
Riley Harris,UC Berkeley,Artificial Intelligence,2028,"Java, Go, Cloud Computing, Rust",Hackathon Finalist,Cloud Engineer Intern at Salesforce,rileyharrisFNIKG@gmail.comEmail ID
Kendall Walker,Princeton University,Electrical Engineering,2030,"Docker Swarm, Cybersecurity, Python, HTML","Conference Speaker, Scholarship Recipient","Machine Learning Intern at Meta, Software Developer Intern at Adobe",kendallwalkerAIHKZ@gmail.comEmail ID
Hayden Taylor,University of Illinois Urbana-Champaign,Information Systems,2025,"C++, Blockchain, Cloud Computing, GraphQL, Python, Linux, AWS","Hackathon Winner, Open Source Contributor","Cybersecurity Intern at Microsoft, Robotics Research Intern",haydentaylorUBXCJ@gmail.comEmail ID
Sam Miller,University of Washington,Electrical Engineering,2027,"Kubernetes, C++, JavaScript, Docker Swarm",Robotics Competition Winner,Software Developer Intern at Adobe,sammillerBWCSW@gmail.comEmail ID
Peyton Taylor,Stanford University,Cybersecurity,2026,"TensorFlow, Blockchain, Computer Vision, SQL, Cloud Computing, CSS, C++",Hackathon Finalist,Full Stack Intern at Shopify,peytontaylorYBCWI@gmail.comEmail ID
Jamie Walker,University of Washington,Electrical Engineering,2027,"Cloud Computing, MATLAB, Blockchain, Machine Learning, Linux, Computer Vision, Scala","Innovation Grant Recipient, Robotics Competition Winner","Machine Learning Intern at Meta, Intern at Tesla (Autopilot team)",jamiewalkerYRHCI@gmail.comEmail ID
Drew Thomas,University of Illinois Urbana-Champaign,Software Engineering,2026,"Cloud Computing, Deep Learning, React, HTML, Cybersecurity, NLP",Scholarship Recipient,Robotics Research Intern,drewthomasIXKNK@gmail.comEmail ID
Blake Davis,Harvard University,Software Engineering,2030,"Cloud Computing, C++, Cybersecurity, SQL, Kubernetes, Deep Learning, JavaScript","Hackathon Winner, Patent Holder, Winner of AI Challenge","Cloud Engineer Intern at Salesforce, Cloud Engineer Intern at IBM",blakedavisHJWWM@gmail.comEmail ID
Casey Williams,Caltech,Information Systems,2027,"Docker Swarm, Python, Kubernetes, Rust",Open Source Contributor,Intern at Tesla (Autopilot team),caseywilliamsMBOTJ@gmail.comEmail ID
Cameron Harris,Cornell University,Electrical Engineering,2027,"SQL, Java, C++, Kubernetes","Internship at FAANG, Hackathon Finalist","Startup Co-Founder (Tech Product), Data Science Intern at Amazon",cameronharrisKWUIX@gmail.comEmail ID
Charlie Lee,MIT,Robotics,2029,"SQL, HTML, NLP, JavaScript",Published Research Paper,Cybersecurity Intern at Microsoft,charlieleeYODQP@gmail.comEmail ID
Cameron Brown,Harvard University,Electrical Engineering,2029,"Docker Swarm, Cybersecurity, Scala, Java, Linux, Data Analysis, React","Published Research Paper, Conference Speaker, Internship at FAANG",Data Science Intern at Amazon,cameronbrownDYBRN@gmail.comEmail ID
Cameron White,Purdue University,Cybersecurity,2028,"Linux, PyTorch, Go, Cybersecurity, Docker","Scholarship Recipient, Conference Speaker","Intern at SpaceX, Machine Learning Intern at Meta",cameronwhiteTOGBJ@gmail.comEmail ID
Riley Harris,University of Texas at Austin,Electrical Engineering,2025,"Machine Learning, Data Analysis, C++, TensorFlow",Winner of AI Challenge,Machine Learning Intern at Meta,rileyharrisFLXGE@gmail.comEmail ID
Sam Johnson,University of Texas at Austin,Data Science,2025,"JavaScript, Deep Learning, Cybersecurity, Ansible, GraphQL, Go, Data Analysis","Startup Founder, Coding Competition Winner, Hackathon Winner",Robotics Research Intern,samjohnsonOUWDX@gmail.comEmail ID
Blake Garcia,University of Washington,Robotics,2030,"Machine Learning, Blockchain, GraphQL, Node.js, Rust, Scala",Published Research Paper,Intern at SpaceX,blakegarciaINOSW@gmail.comEmail ID
Cameron Garcia,Harvard University,Robotics,2029,"Cloud Computing, Computer Vision, PyTorch, AWS, MATLAB, GraphQL","Scholarship Recipient, Tech Blog Contributor",Cloud Engineer Intern at Salesforce,camerongarciaZDCSB@gmail.comEmail ID
Blake Moore,University of Texas at Austin,Data Science,2025,"CSS, Go, JavaScript, Blockchain, C++, Ansible",Robotics Competition Winner,"Data Science Intern at Amazon, Machine Learning Intern at Meta",blakemooreYBHDA@gmail.comEmail ID
Skyler Williams,University of Washington,Electrical Engineering,2027,"Go, Java, Docker Swarm, NLP","Patent Holder, Winner of AI Challenge, Dean's List",Data Science Intern at Amazon,skylerwilliamsSQARG@gmail.comEmail ID
Charlie Williams,UC Berkeley,Mechanical Engineering,2030,"Deep Learning, JavaScript, React, PyTorch, Go, Data Analysis",Best Thesis Award,"Cybersecurity Intern at Microsoft, Intern at Tesla (Autopilot team)",charliewilliamsEAFXI@gmail.comEmail ID
Peyton Clark,Cornell University,Information Systems,2026,"Java, CSS, Computer Vision, PyTorch, Cloud Computing, Machine Learning, NLP","Published Research Paper, Hackathon Winner","Intern at Tesla (Autopilot team), Machine Learning Intern at Meta",peytonclarkKEMJL@gmail.comEmail ID
Avery Harris,University of Washington,Electrical Engineering,2030,"HTML, Cybersecurity, CSS, C++","Hackathon Finalist, Hackathon Winner, Tech Blog Contributor",Startup Co-Founder (Tech Product),averyharrisCMVEN@gmail.comEmail ID
Cameron White,Purdue University,Software Engineering,2025,"Node.js, Scala, HTML, Blockchain, PyTorch, Python, Data Analysis",Startup Founder,"Startup Co-Founder (Tech Product), Cloud Engineer Intern at IBM",cameronwhiteYPECO@gmail.comEmail ID
Morgan Johnson,University of Michigan,Bioinformatics,2028,"HTML, TensorFlow, Blockchain, Deep Learning, Machine Learning, NLP, GraphQL",Internship at FAANG,"Robotics Research Intern, AI Research Intern at OpenAI",morganjohnsonUBXTV@gmail.comEmail ID
Jamie Clark,Purdue University,Cybersecurity,2026,"NLP, Node.js, Docker, Java","Innovation Grant Recipient, Tech Blog Contributor",Research Assistant in AI Lab,jamieclarkSXDZR@gmail.comEmail ID
Kendall Brown,UC Berkeley,Information Systems,2026,"Computer Vision, Cybersecurity, Machine Learning, Scala, JavaScript, Docker Swarm","Dean's List, Published Research Paper, Innovation Grant Recipient",Robotics Research Intern,kendallbrownWRDVX@gmail.comEmail ID
Riley Moore,Purdue University,Information Systems,2026,"HTML, JavaScript, MATLAB, PyTorch, Linux, React","Innovation Grant Recipient, Scholarship Recipient, Coding Competition Winner",Software Developer Intern at Adobe,rileymooreDABOV@gmail.comEmail ID
Casey Lee,University of Texas at Austin,Mechanical Engineering,2025,"Deep Learning, CSS, C++, Scala, Docker, Data Analysis",Robotics Competition Winner,"Cybersecurity Intern at Microsoft, Software Engineering Intern at Google",caseyleeZRMTR@gmail.comEmail ID
Casey Anderson,Carnegie Mellon University,Cybersecurity,2027,"Ansible, NLP, Cloud Computing, AWS, Go, Machine Learning, Docker Swarm","Hackathon Finalist, Startup Founder","Cloud Engineer Intern at Salesforce, Research Assistant in AI Lab",caseyandersonWDPWV@gmail.comEmail ID
Sam Hall,University of Washington,Mechanical Engineering,2029,"Computer Vision, Go, GraphQL, CSS, Scala, SQL, Python",Internship at FAANG,"Cybersecurity Intern at Microsoft, Data Analyst Intern at Oracle",samhallNRCOR@gmail.comEmail ID
Quinn Anderson,Stanford University,Data Science,2028,"Kubernetes, Cloud Computing, Scala, JavaScript","Winner of AI Challenge, Published Research Paper, Hackathon Finalist","Teaching Assistant for CS courses, AI Research Intern at OpenAI",quinnandersonAIXEY@gmail.comEmail ID
Peyton Jackson,Cornell University,Robotics,2028,"Data Analysis, AWS, MATLAB, GraphQL, Deep Learning, PyTorch","Internship at FAANG, Best Thesis Award, Robotics Competition Winner","Research Assistant in AI Lab, Cybersecurity Intern at Microsoft",peytonjacksonFLZYV@gmail.comEmail ID
Charlie Taylor,Harvard University,Computer Science,2028,"CSS, Blockchain, Node.js, MATLAB, Deep Learning, HTML","Startup Founder, Conference Speaker, Published Research Paper",AI Research Intern at OpenAI,charlietaylorKZAOQ@gmail.comEmail ID
Kendall Taylor,Georgia Tech,Cybersecurity,2029,"JavaScript, Docker Swarm, NLP, GraphQL, MATLAB","Best Thesis Award, Internship at FAANG","Cybersecurity Intern at Microsoft, Teaching Assistant for CS courses",kendalltaylorGDDBN@gmail.comEmail ID
Avery Jackson,University of Illinois Urbana-Champaign,Cybersecurity,2027,"Scala, Go, CSS, TensorFlow",Patent Holder,"Robotics Research Intern, Data Science Intern at Amazon",averyjacksonPJVRB@gmail.comEmail ID
Logan Taylor,Carnegie Mellon University,Robotics,2029,"Scala, NLP, Linux, HTML, Docker","Best Thesis Award, Dean's List",Cybersecurity Intern at Microsoft,logantaylorVYMGE@gmail.comEmail ID
Jamie Hall,MIT,Bioinformatics,2028,"AWS, HTML, TensorFlow, Docker, Scala, Machine Learning","Internship at FAANG, Winner of AI Challenge",Software Engineering Intern at Google,jamiehallYWGAD@gmail.comEmail ID
Casey White,UC Berkeley,Mechanical Engineering,2029,"NLP, React, Kubernetes, GraphQL, Node.js","Patent Holder, Published Research Paper, Winner of AI Challenge","Intern at Tesla (Autopilot team), Software Developer Intern at Adobe",caseywhiteFMCQK@gmail.comEmail ID
Drew Smith,University of Washington,Robotics,2027,"Cloud Computing, AWS, JavaScript, Deep Learning, MATLAB, Scala","Conference Speaker, Patent Holder","Machine Learning Intern at Meta, AI Research Intern at OpenAI",drewsmithLNHAM@gmail.comEmail ID
Jordan Hall,Stanford University,Computer Science,2030,"Cloud Computing, Linux, Kubernetes, Machine Learning, PyTorch, Rust","Tech Blog Contributor, Startup Founder",Data Analyst Intern at Oracle,jordanhallTPWCF@gmail.comEmail ID
Taylor Lewis,Purdue University,Mechanical Engineering,2030,"AWS, Rust, MATLAB, Docker, React","Startup Founder, Best Thesis Award, Scholarship Recipient",Cloud Engineer Intern at IBM,taylorlewisMBBKI@gmail.comEmail ID
Morgan Miller,Purdue University,Cybersecurity,2030,"Cybersecurity, Computer Vision, TensorFlow, Scala, Docker Swarm, Node.js, C++","Dean's List, Published Research Paper, Best Thesis Award",Cybersecurity Intern at Microsoft,morganmillerMNVRY@gmail.comEmail ID
Jamie Taylor,Stanford University,Cybersecurity,2028,"MATLAB, Go, C++, Deep Learning, TensorFlow, PyTorch","Open Source Contributor, Innovation Grant Recipient, Published Research Paper",Software Developer Intern at Adobe,jamietaylorHROJE@gmail.comEmail ID
Alex Garcia,University of Washington,Bioinformatics,2027,"Computer Vision, Go, Linux, Blockchain","Tech Blog Contributor, Innovation Grant Recipient",Software Developer Intern at Adobe,alexgarciaRQZFK@gmail.comEmail ID
Blake White,UC Berkeley,Bioinformatics,2028,"Cybersecurity, MATLAB, Ansible, Docker, CSS, Cloud Computing",Coding Competition Winner,"Data Science Intern at Amazon, Cybersecurity Intern at Microsoft",blakewhiteYTYOI@gmail.comEmail ID
Jamie Martinez,Harvard University,Cybersecurity,2030,"CSS, SQL, Docker Swarm, Rust",Startup Founder,"Data Analyst Intern at Oracle, Full Stack Intern at Shopify",jamiemartinezUNRCB@gmail.comEmail ID
Casey Harris,Purdue University,Computer Science,2029,"Python, Go, JavaScript, Data Analysis, AWS, Docker Swarm, GraphQL","Conference Speaker, Startup Founder, Innovation Grant Recipient","Robotics Research Intern, Cloud Engineer Intern at Salesforce",caseyharrisXJTGA@gmail.comEmail ID
Cameron Walker,UC Berkeley,Artificial Intelligence,2027,"Python, Docker, MATLAB, Go, PyTorch, CSS",Winner of AI Challenge,"Machine Learning Intern at Meta, Cybersecurity Intern at Microsoft",cameronwalkerBIWJH@gmail.comEmail ID
Taylor Brown,UC Berkeley,Electrical Engineering,2026,"Machine Learning, AWS, Docker, Python, Computer Vision, C++, Blockchain","Patent Holder, Published Research Paper, Dean's List","Intern at Tesla (Autopilot team), Startup Co-Founder (Tech Product)",taylorbrownWZIJU@gmail.comEmail ID
Casey Moore,Georgia Tech,Data Science,2026,"Java, JavaScript, NLP, TensorFlow",Conference Speaker,"Data Analyst Intern at Oracle, Intern at SpaceX",caseymooreDEXJL@gmail.comEmail ID
Blake Martinez,Georgia Tech,Computer Science,2028,"AWS, Deep Learning, C++, NLP, Linux, HTML, Scala",Published Research Paper,"Data Analyst Intern at Oracle, Software Engineering Intern at Google",blakemartinezDMVKC@gmail.comEmail ID
Cameron Martinez,University of Michigan,Cybersecurity,2026,"Computer Vision, Node.js, Rust, Data Analysis, Scala","Winner of AI Challenge, Dean's List",Data Science Intern at Amazon,cameronmartinezIWVFC@gmail.comEmail ID
Quinn Garcia,Cornell University,Computer Science,2026,"AWS, CSS, GraphQL, C++, SQL","Winner of AI Challenge, Tech Blog Contributor, Best Thesis Award",Intern at SpaceX,quinngarciaBWQSO@gmail.comEmail ID
Cameron Harris,Princeton University,Software Engineering,2025,"Data Analysis, C++, JavaScript, Node.js","Robotics Competition Winner, Hackathon Winner, Innovation Grant Recipient","Data Analyst Intern at Oracle, Research Assistant in AI Lab",cameronharrisCBGPY@gmail.comEmail ID
Charlie Walker,University of Michigan,Electrical Engineering,2025,"Python, Java, Kubernetes, C++, React, Node.js","Conference Speaker, Tech Blog Contributor","Data Science Intern at Amazon, Machine Learning Intern at Meta",charliewalkerLHUYQ@gmail.comEmail ID
Alex Clark,University of Texas at Austin,Software Engineering,2028,"Docker, Computer Vision, MATLAB, Scala, SQL, Ansible, Rust","Innovation Grant Recipient, Hackathon Finalist, Internship at FAANG",Full Stack Intern at Shopify,alexclarkGDNCZ@gmail.comEmail ID
Sam Moore,Harvard University,Mechanical Engineering,2029,"Python, Rust, C++, Computer Vision","Dean's List, Scholarship Recipient","Cloud Engineer Intern at IBM, Machine Learning Intern at Meta",sammooreQEMSN@gmail.comEmail ID
Kendall Walker,Harvard University,Information Systems,2028,"Rust, Blockchain, HTML, PyTorch",Dean's List,"Startup Co-Founder (Tech Product), Cloud Engineer Intern at IBM",kendallwalkerCYRQF@gmail.comEmail ID
Drew Garcia,Georgia Tech,Software Engineering,2027,"Kubernetes, Linux, Node.js, React, Docker Swarm, Machine Learning","Open Source Contributor, Hackathon Winner, Scholarship Recipient","Software Engineering Intern at Google, Startup Co-Founder (Tech Product)",drewgarciaJSDMB@gmail.comEmail ID
Jamie Brown,MIT,Computer Science,2027,"MATLAB, Docker Swarm, Scala, Ansible","Hackathon Winner, Innovation Grant Recipient",Software Developer Intern at Adobe,jamiebrownMOHWE@gmail.comEmail ID
Cameron Anderson,Stanford University,Computer Science,2025,"Docker Swarm, Cloud Computing, Kubernetes, Linux, Docker, Python, GraphQL","Published Research Paper, Patent Holder, Coding Competition Winner",Machine Learning Intern at Meta,cameronandersonFOWAH@gmail.comEmail ID
Quinn Walker,University of Washington,Software Engineering,2025,"Go, Java, PyTorch, Docker, NLP",Hackathon Winner,"Software Developer Intern at Adobe, Cloud Engineer Intern at Salesforce",quinnwalkerEEPQB@gmail.comEmail ID
Jamie Lee,University of Illinois Urbana-Champaign,Cybersecurity,2026,"PyTorch, NLP, Ansible, AWS","Coding Competition Winner, Open Source Contributor",Robotics Research Intern,jamieleeARAST@gmail.comEmail ID
Drew Harris,Georgia Tech,Artificial Intelligence,2027,"Ansible, PyTorch, Java, Computer Vision",Conference Speaker,"Robotics Research Intern, Data Science Intern at Amazon",drewharrisIOTJU@gmail.comEmail ID
Taylor Harris,UC Berkeley,Bioinformatics,2026,"Docker Swarm, CSS, MATLAB, Rust, C++, Blockchain","Scholarship Recipient, Dean's List",Teaching Assistant for CS courses,taylorharrisXUSGZ@gmail.comEmail ID
Sam Moore,Harvard University,Computer Science,2026,"NLP, Linux, Cloud Computing, Blockchain, SQL, CSS","Published Research Paper, Patent Holder, Coding Competition Winner",Intern at SpaceX,sammooreKYGYV@gmail.comEmail ID
Skyler White,Harvard University,Information Systems,2029,"Machine Learning, Data Analysis, Java, NLP","Patent Holder, Published Research Paper, Robotics Competition Winner","Cloud Engineer Intern at Salesforce, Software Engineering Intern at Google",skylerwhiteDGZKQ@gmail.comEmail ID
Kendall Johnson,UCLA,Computer Science,2030,"Scala, C++, Java, MATLAB, Cybersecurity, Computer Vision",Internship at FAANG,Software Engineering Intern at Google,kendalljohnsonOSKVR@gmail.comEmail ID
Taylor Jackson,MIT,Computer Science,2027,"Scala, Go, Docker Swarm, GraphQL, SQL, NLP, Linux",Hackathon Finalist,Startup Co-Founder (Tech Product),taylorjacksonSFPYH@gmail.comEmail ID
Sam Smith,MIT,Computer Science,2028,"Blockchain, NLP, SQL, Cybersecurity",Hackathon Winner,Robotics Research Intern,samsmithENBXZ@gmail.comEmail ID
Taylor Clark,UC Berkeley,Mechanical Engineering,2028,"Docker, Blockchain, CSS, GraphQL","Scholarship Recipient, Robotics Competition Winner, Winner of AI Challenge",Full Stack Intern at Shopify,taylorclarkYNNXS@gmail.comEmail ID
Skyler Anderson,University of Illinois Urbana-Champaign,Robotics,2025,"Scala, SQL, Docker, Computer Vision",Internship at FAANG,Software Developer Intern at Adobe,skylerandersonGGZNC@gmail.comEmail ID
Alex Walker,MIT,Artificial Intelligence,2029,"Computer Vision, Cloud Computing, Linux, Blockchain, AWS, NLP","Robotics Competition Winner, Startup Founder, Hackathon Finalist",Intern at Tesla (Autopilot team),alexwalkerQRMAG@gmail.comEmail ID
Cameron Thomas,Stanford University,Bioinformatics,2029,"Node.js, Ansible, React, C++, AWS, GraphQL","Open Source Contributor, Internship at FAANG","Data Science Intern at Amazon, Cloud Engineer Intern at IBM",cameronthomasNJFRZ@gmail.comEmail ID
Logan White,Georgia Tech,Information Systems,2026,"CSS, Kubernetes, AWS, Go, JavaScript, Docker Swarm","Hackathon Finalist, Internship at FAANG","Intern at Tesla (Autopilot team), Software Engineering Intern at Google",loganwhiteXFHTF@gmail.comEmail ID
Avery Anderson,Princeton University,Electrical Engineering,2025,"Linux, HTML, NLP, GraphQL, AWS, Data Analysis","Scholarship Recipient, Published Research Paper",Robotics Research Intern,averyandersonYGEFH@gmail.comEmail ID
Logan Harris,University of Illinois Urbana-Champaign,Electrical Engineering,2029,"SQL, Machine Learning, Kubernetes, Docker, PyTorch, Cloud Computing",Dean's List,"Cloud Engineer Intern at IBM, Research Assistant in AI Lab",loganharrisVAMNO@gmail.comEmail ID
Jordan Smith,Harvard University,Information Systems,2027,"Scala, Ansible, Docker Swarm, Data Analysis, Linux, SQL, Rust","Hackathon Finalist, Dean's List, Hackathon Winner","Machine Learning Intern at Meta, Full Stack Intern at Shopify",jordansmithDWTPG@gmail.comEmail ID
Drew Jackson,Princeton University,Artificial Intelligence,2027,"GraphQL, Python, C++, Cloud Computing",Hackathon Winner,Intern at SpaceX,drewjacksonNZXZA@gmail.comEmail ID
Logan Johnson,Stanford University,Bioinformatics,2029,"AWS, TensorFlow, GraphQL, C++","Tech Blog Contributor, Internship at FAANG",Cloud Engineer Intern at Salesforce,loganjohnsonVZJCR@gmail.comEmail ID
Jamie Lee,Harvard University,Data Science,2025,"SQL, Deep Learning, Blockchain, C++","Internship at FAANG, Startup Founder, Coding Competition Winner","Robotics Research Intern, Software Engineering Intern at Google",jamieleePIXUD@gmail.comEmail ID
Casey Walker,Carnegie Mellon University,Data Science,2026,"MATLAB, Python, Linux, HTML, Kubernetes, NLP","Dean's List, Coding Competition Winner",Startup Co-Founder (Tech Product),caseywalkerSQYAA@gmail.comEmail ID
Cameron Jackson,UC Berkeley,Bioinformatics,2027,"React, Computer Vision, Java, Scala, MATLAB, Docker, Cloud Computing","Patent Holder, Hackathon Winner, Published Research Paper","Full Stack Intern at Shopify, Software Developer Intern at Adobe",cameronjacksonTJZED@gmail.comEmail ID
Blake Smith,University of Michigan,Cybersecurity,2025,"Ansible, TensorFlow, MATLAB, NLP, Node.js","Scholarship Recipient, Internship at FAANG",Software Engineering Intern at Google,blakesmithOSENX@gmail.comEmail ID
Drew Jackson,UC Berkeley,Mechanical Engineering,2026,"Node.js, NLP, Cybersecurity, React, Docker, Deep Learning, Machine Learning",Winner of AI Challenge,Startup Co-Founder (Tech Product),drewjacksonMXITO@gmail.comEmail ID
Skyler Martinez,University of Texas at Austin,Electrical Engineering,2026,"Computer Vision, Blockchain, Cybersecurity, C++, JavaScript, SQL",Published Research Paper,Robotics Research Intern,skylermartinezDLABX@gmail.comEmail ID
Riley Lee,Princeton University,Mechanical Engineering,2030,"Kubernetes, Cloud Computing, Machine Learning, Java, Blockchain, SQL","Coding Competition Winner, Tech Blog Contributor","Intern at SpaceX, Data Analyst Intern at Oracle",rileyleeAUXWN@gmail.comEmail ID
Riley Anderson,Princeton University,Bioinformatics,2026,"Rust, Node.js, Cloud Computing, Kubernetes",Conference Speaker,Software Developer Intern at Adobe,rileyandersonGMKIU@gmail.comEmail ID
Peyton Clark,Georgia Tech,Information Systems,2026,"Computer Vision, GraphQL, Kubernetes, Node.js, Linux, Data Analysis","Published Research Paper, Scholarship Recipient",Intern at Tesla (Autopilot team),peytonclarkWHODW@gmail.comEmail ID
Avery Johnson,University of Washington,Computer Science,2029,"React, Rust, TensorFlow, Docker Swarm, Machine Learning, Data Analysis, Cloud Computing","Coding Competition Winner, Tech Blog Contributor, Patent Holder","Cybersecurity Intern at Microsoft, Teaching Assistant for CS courses",averyjohnsonENXIG@gmail.comEmail ID
Blake Garcia,Stanford University,Bioinformatics,2027,"Blockchain, Scala, Linux, Ansible, Computer Vision","Hackathon Winner, Internship at FAANG",Software Developer Intern at Adobe,blakegarciaDUXEV@gmail.comEmail ID
Riley Martinez,Cornell University,Bioinformatics,2027,"Docker, Machine Learning, Cloud Computing, Python, GraphQL, Scala, Linux",Dean's List,Robotics Research Intern,rileymartinezADWRS@gmail.comEmail ID
Morgan Smith,Princeton University,Cybersecurity,2029,"AWS, SQL, Blockchain, C++, Deep Learning, Rust","Robotics Competition Winner, Open Source Contributor","Intern at Tesla (Autopilot team), Data Science Intern at Amazon",morgansmithHPHYU@gmail.comEmail ID
Hayden Thomas,Stanford University,Artificial Intelligence,2030,"Deep Learning, AWS, Node.js, CSS, Linux",Open Source Contributor,"AI Research Intern at OpenAI, Cloud Engineer Intern at IBM",haydenthomasOMLWZ@gmail.comEmail ID
Sam Taylor,Cornell University,Mechanical Engineering,2029,"JavaScript, NLP, Computer Vision, Java, MATLAB, Data Analysis, Blockchain",Conference Speaker,"Cloud Engineer Intern at IBM, Cybersecurity Intern at Microsoft",samtaylorVGASJ@gmail.comEmail ID
Skyler Taylor,UC Berkeley,Data Science,2029,"Rust, Kubernetes, Linux, Cybersecurity","Patent Holder, Best Thesis Award, Winner of AI Challenge",Machine Learning Intern at Meta,skylertaylorOKJFA@gmail.comEmail ID
Charlie Miller,University of Illinois Urbana-Champaign,Software Engineering,2030,"Cloud Computing, Data Analysis, Node.js, SQL, Machine Learning, AWS, Computer Vision",Published Research Paper,"Cybersecurity Intern at Microsoft, Machine Learning Intern at Meta",charliemillerGMBOS@gmail.comEmail ID
Taylor Williams,MIT,Cybersecurity,2025,"Deep Learning, TensorFlow, Machine Learning, PyTorch, JavaScript, Docker Swarm, React","Internship at FAANG, Scholarship Recipient",Robotics Research Intern,taylorwilliamsIYHJG@gmail.comEmail ID
Casey Williams,Cornell University,Information Systems,2025,"SQL, Cloud Computing, MATLAB, Go, Scala","Open Source Contributor, Innovation Grant Recipient","Full Stack Intern at Shopify, Intern at SpaceX",caseywilliamsMOJZH@gmail.comEmail ID
Taylor Smith,University of Texas at Austin,Mechanical Engineering,2028,"PyTorch, Docker Swarm, GraphQL, NLP, C++, Rust, Machine Learning","Conference Speaker, Patent Holder","Research Assistant in AI Lab, Intern at SpaceX",taylorsmithESPTF@gmail.comEmail ID
