Name,University,Major,Graduation Year,Skills,Achievements,Experience,Email ID
Morgan Martinez,Georgia Tech,Electrical Engineering,2030,"C++, Computer Vision, SQL, Deep Learning, TensorFlow, Kubernetes",Hackathon Winner,"Teaching Assistant for CS courses, Software Engineering Intern at Google",morganmartinezBTNAQ@gmail.com
Avery Garcia,Georgia Tech,Artificial Intelligence,2029,"Cloud Computing, NLP, Python, React","Hackathon Winner, Startup Founder, Patent Holder","Teaching Assistant for CS courses, Cloud Engineer Intern at IBM",averygarciaIZQKI@gmail.com
Alex Johnson,Princeton University,Computer Science,2026,"Python, Cybersecurity, Data Analysis, Node.js","Scholarship Recipient, Robotics Competition Winner, Patent Holder",Teaching Assistant for CS courses,alexjohnsonCLQJS@gmail.com
Morgan Johnson,UC Berkeley,Mechanical Engineering,2025,"SQL, NLP, MATLAB, Cybersecurity",Startup Founder,Teaching Assistant for CS courses,morganjohnsonZLMEL@gmail.com
Sam Davis,Purdue University,Information Systems,2030,"Docker, Node.js, TensorFlow, Blockchain, Cybersecurity, Kubernetes, Data Analysis","Robotics Competition Winner, Scholarship Recipient","Robotics Research Intern, Intern at Tesla (Autopilot team)",samdavisWOFBQ@gmail.com
Avery Miller,Princeton University,Robotics,2027,"AWS, C++, Cybersecurity, Machine Learning","Patent Holder, Robotics Competition Winner, Published Research Paper","Startup Co-Founder (Tech Product), Intern at Tesla (Autopilot team)",averymillerLUDAQ@gmail.com
Jamie Anderson,Carnegie Mellon University,Data Science,2028,"TensorFlow, Data Analysis, Machine Learning, React, C++, AWS","Hackathon Winner, Published Research Paper, Conference Speaker","Intern at Tesla (Autopilot team), Teaching Assistant for CS courses",jamieandersonJKACQ@gmail.com
Avery Martinez,Stanford University,Artificial Intelligence,2028,"Computer Vision, TensorFlow, Python, React","Open Source Contributor, Patent Holder","Software Engineering Intern at Google, Cloud Engineer Intern at IBM",averymartinezXGDOE@gmail.com
Morgan Garcia,Cornell University,Computer Science,2026,"Cybersecurity, Computer Vision, MATLAB, AWS, C++, NLP","Published Research Paper, Startup Founder, Internship at FAANG","Robotics Research Intern, Teaching Assistant for CS courses",morgangarciaCKTXL@gmail.com
Casey Anderson,UCLA,Bioinformatics,2028,"Kubernetes, Data Analysis, Machine Learning, Computer Vision, React, MATLAB, PyTorch","Open Source Contributor, Published Research Paper, Internship at FAANG","Robotics Research Intern, Cloud Engineer Intern at IBM",caseyandersonQICMW@gmail.com
Jamie Brown,UCLA,Software Engineering,2025,"Blockchain, Data Analysis, PyTorch, React, SQL, Java","Dean's List, Robotics Competition Winner",Robotics Research Intern,jamiebrownTVVDF@gmail.com
Sam Williams,Stanford University,Information Systems,2029,"PyTorch, SQL, Computer Vision, Cybersecurity, AWS, C++, TensorFlow","Hackathon Winner, Internship at FAANG",Data Science Intern at Amazon,samwilliamsMDTUB@gmail.com
Cameron Davis,University of Michigan,Data Science,2027,"Docker, Cybersecurity, NLP, Cloud Computing, Data Analysis, Machine Learning, MATLAB","Robotics Competition Winner, Open Source Contributor","Data Science Intern at Amazon, Machine Learning Intern at Meta",camerondavisZJEKK@gmail.com
Alex Davis,Georgia Tech,Data Science,2028,"Java, Computer Vision, Data Analysis, MATLAB","Startup Founder, Robotics Competition Winner",Software Engineering Intern at Google,alexdavisHSTBQ@gmail.com
Alex Miller,Harvard University,Robotics,2029,"Blockchain, SQL, React, Python, Java, C++, Cybersecurity","Open Source Contributor, Published Research Paper, Patent Holder","Machine Learning Intern at Meta, Cybersecurity Intern at Microsoft",alexmillerZBLQV@gmail.com
Sam Johnson,Purdue University,Computer Science,2028,"TensorFlow, PyTorch, SQL, Data Analysis","Hackathon Winner, Dean's List","Cybersecurity Intern at Microsoft, Robotics Research Intern",samjohnsonTTHNO@gmail.com
Taylor Brown,Georgia Tech,Computer Science,2030,"SQL, C++, NLP, TensorFlow",Scholarship Recipient,"Cybersecurity Intern at Microsoft, Teaching Assistant for CS courses",taylorbrownCENGM@gmail.com
Jordan Davis,Carnegie Mellon University,Mechanical Engineering,2025,"Data Analysis, Computer Vision, Node.js, Machine Learning, Python","Startup Founder, Dean's List, Robotics Competition Winner","Robotics Research Intern, Machine Learning Intern at Meta",jordandavisSTIKD@gmail.com
Jordan Lee,Princeton University,Software Engineering,2026,"NLP, Machine Learning, Python, Cloud Computing","Open Source Contributor, Dean's List",Robotics Research Intern,jordanleeCAVXC@gmail.com
Cameron Williams,Stanford University,Electrical Engineering,2025,"Kubernetes, SQL, Computer Vision, Cloud Computing","Conference Speaker, Dean's List",Intern at Tesla (Autopilot team),cameronwilliamsHJMNH@gmail.com
Riley Davis,University of Texas at Austin,Information Systems,2028,"Deep Learning, Data Analysis, Machine Learning, PyTorch, NLP, C++, Cybersecurity","Dean's List, Robotics Competition Winner, Patent Holder","Software Engineering Intern at Google, Teaching Assistant for CS courses",rileydavisMLNHX@gmail.com
Jordan Lee,University of Michigan,Cybersecurity,2029,"Node.js, NLP, Data Analysis, AWS, SQL, Computer Vision","Dean's List, Conference Speaker",Machine Learning Intern at Meta,jordanleeDJAII@gmail.com
Morgan Miller,Princeton University,Software Engineering,2029,"Python, MATLAB, React, Computer Vision",Startup Founder,Machine Learning Intern at Meta,morganmillerBXEIU@gmail.com
Casey Williams,Caltech,Data Science,2029,"Cloud Computing, PyTorch, C++, Kubernetes","Conference Speaker, Startup Founder, Robotics Competition Winner","Data Science Intern at Amazon, Startup Co-Founder (Tech Product)",caseywilliamsXCQWU@gmail.com
Morgan Lee,Georgia Tech,Cybersecurity,2029,"AWS, Cloud Computing, Blockchain, Kubernetes, Python, Deep Learning","Open Source Contributor, Patent Holder","Robotics Research Intern, Software Engineering Intern at Google",morganleeNDGOL@gmail.com
Cameron Johnson,Caltech,Software Engineering,2025,"Node.js, Computer Vision, React, C++, TensorFlow, Deep Learning","Patent Holder, Startup Founder","Software Engineering Intern at Google, Cybersecurity Intern at Microsoft",cameronjohnsonWXGSC@gmail.com
Cameron Johnson,Carnegie Mellon University,Artificial Intelligence,2029,"SQL, Data Analysis, Computer Vision, Node.js, PyTorch",Robotics Competition Winner,"Data Science Intern at Amazon, Software Engineering Intern at Google",cameronjohnsonKVTEN@gmail.com
Taylor Davis,Harvard University,Robotics,2025,"SQL, Docker, PyTorch, Deep Learning, Cybersecurity, NLP","Patent Holder, Open Source Contributor","Cybersecurity Intern at Microsoft, Startup Co-Founder (Tech Product)",taylordavisVUSWM@gmail.com
Morgan Miller,UC Berkeley,Artificial Intelligence,2025,"Deep Learning, Java, SQL, Machine Learning",Scholarship Recipient,Machine Learning Intern at Meta,morganmillerPWYRU@gmail.com
Sam Anderson,Purdue University,Information Systems,2025,"Node.js, Kubernetes, Java, PyTorch, Machine Learning, Cybersecurity, MATLAB","Robotics Competition Winner, Published Research Paper, Hackathon Winner","Cloud Engineer Intern at IBM, Intern at Tesla (Autopilot team)",samandersonHIDWC@gmail.com
Alex Miller,Princeton University,Information Systems,2029,"Java, AWS, React, Cloud Computing, SQL","Published Research Paper, Internship at FAANG","Cloud Engineer Intern at IBM, Intern at Tesla (Autopilot team)",alexmillerZRTOZ@gmail.com
Morgan Anderson,Princeton University,Artificial Intelligence,2025,"React, AWS, MATLAB, Node.js, Python, Blockchain, Data Analysis","Dean's List, Hackathon Winner",Teaching Assistant for CS courses,morganandersonYPXLQ@gmail.com
Morgan Smith,UCLA,Mechanical Engineering,2030,"React, Data Analysis, SQL, Python","Open Source Contributor, Dean's List","Software Engineering Intern at Google, Cybersecurity Intern at Microsoft",morgansmithFXIHI@gmail.com
Taylor Brown,University of Texas at Austin,Artificial Intelligence,2026,"Cybersecurity, Kubernetes, React, AWS, Blockchain, Python, Node.js","Patent Holder, Startup Founder",Data Science Intern at Amazon,taylorbrownOMVJI@gmail.com
Jordan Miller,Purdue University,Bioinformatics,2026,"C++, PyTorch, Machine Learning, Kubernetes, NLP",Scholarship Recipient,Teaching Assistant for CS courses,jordanmillerWUDOF@gmail.com
Taylor Johnson,University of Illinois Urbana-Champaign,Bioinformatics,2026,"Python, Cloud Computing, Kubernetes, Machine Learning","Conference Speaker, Hackathon Winner, Published Research Paper",Intern at Tesla (Autopilot team),taylorjohnsonMMRXU@gmail.com
Taylor Garcia,University of Michigan,Electrical Engineering,2027,"Blockchain, AWS, SQL, TensorFlow, NLP, Cybersecurity, Python",Open Source Contributor,"Intern at Tesla (Autopilot team), Machine Learning Intern at Meta",taylorgarciaQZZNY@gmail.com
Alex Lee,UCLA,Software Engineering,2025,"NLP, React, Cybersecurity, Python",Conference Speaker,"Research Assistant in AI Lab, Software Engineering Intern at Google",alexleeKZMGN@gmail.com
Avery Anderson,University of Washington,Software Engineering,2030,"Kubernetes, Cloud Computing, Machine Learning, React, Computer Vision","Scholarship Recipient, Robotics Competition Winner, Internship at FAANG","Startup Co-Founder (Tech Product), Research Assistant in AI Lab",averyandersonITVEH@gmail.com
Sam Johnson,Caltech,Software Engineering,2027,"Computer Vision, Docker, SQL, Blockchain, PyTorch, Node.js, Cloud Computing","Patent Holder, Published Research Paper",Research Assistant in AI Lab,samjohnsonRFVIK@gmail.com
Avery Miller,Cornell University,Cybersecurity,2029,"Deep Learning, Python, MATLAB, Cybersecurity, SQL, Kubernetes","Robotics Competition Winner, Conference Speaker, Dean's List",Cybersecurity Intern at Microsoft,averymillerPLPZN@gmail.com
Taylor Garcia,University of Washington,Robotics,2025,"Java, C++, MATLAB, NLP, Computer Vision, TensorFlow","Open Source Contributor, Startup Founder","Data Science Intern at Amazon, Software Engineering Intern at Google",taylorgarciaZBOMG@gmail.com
Jamie Johnson,UCLA,Data Science,2025,"Python, Kubernetes, PyTorch, Machine Learning, Deep Learning",Conference Speaker,Cybersecurity Intern at Microsoft,jamiejohnsonECAUY@gmail.com
Avery Davis,Caltech,Electrical Engineering,2027,"AWS, Computer Vision, Python, Java, TensorFlow, Deep Learning, SQL",Hackathon Winner,"Robotics Research Intern, Startup Co-Founder (Tech Product)",averydavisVLZWY@gmail.com
Alex Williams,Carnegie Mellon University,Mechanical Engineering,2027,"Cybersecurity, Data Analysis, Python, MATLAB, SQL","Hackathon Winner, Conference Speaker, Startup Founder","Cloud Engineer Intern at IBM, Robotics Research Intern",alexwilliamsQIFQY@gmail.com
Jamie Johnson,Carnegie Mellon University,Cybersecurity,2030,"Java, Cybersecurity, Deep Learning, Machine Learning","Hackathon Winner, Open Source Contributor, Robotics Competition Winner",Robotics Research Intern,jamiejohnsonXFQJM@gmail.com
Avery Lee,University of Michigan,Data Science,2028,"Blockchain, PyTorch, Docker, SQL, Deep Learning",Dean's List,"Software Engineering Intern at Google, Cloud Engineer Intern at IBM",averyleeNXLRK@gmail.com
Avery Johnson,Purdue University,Data Science,2027,"Java, Data Analysis, TensorFlow, Docker, MATLAB, NLP, Cybersecurity","Open Source Contributor, Patent Holder, Conference Speaker","Intern at Tesla (Autopilot team), Teaching Assistant for CS courses",averyjohnsonNLRYN@gmail.com
Riley Anderson,UCLA,Information Systems,2028,"Deep Learning, PyTorch, React, Docker, Computer Vision, Cybersecurity, Blockchain","Internship at FAANG, Patent Holder","Research Assistant in AI Lab, Intern at Tesla (Autopilot team)",rileyandersonLWYGS@gmail.com
Avery Smith,Stanford University,Information Systems,2026,"Java, Python, Computer Vision, Blockchain, C++, PyTorch",Scholarship Recipient,Machine Learning Intern at Meta,averysmithDKGRB@gmail.com
Jordan Miller,Cornell University,Artificial Intelligence,2030,"Python, PyTorch, Machine Learning, Cloud Computing, AWS, Cybersecurity, Blockchain",Startup Founder,"Software Engineering Intern at Google, Machine Learning Intern at Meta",jordanmillerUFDDH@gmail.com
Cameron Miller,UC Berkeley,Software Engineering,2029,"Python, Blockchain, PyTorch, Data Analysis",Conference Speaker,"Software Engineering Intern at Google, Cybersecurity Intern at Microsoft",cameronmillerAYJSZ@gmail.com
Alex Lee,Carnegie Mellon University,Software Engineering,2028,"Deep Learning, Node.js, Kubernetes, MATLAB, Docker, PyTorch","Robotics Competition Winner, Conference Speaker",Machine Learning Intern at Meta,alexleeFBGYG@gmail.com
Sam Lee,University of Texas at Austin,Bioinformatics,2027,"Cloud Computing, AWS, Cybersecurity, Deep Learning, Computer Vision","Startup Founder, Open Source Contributor","Software Engineering Intern at Google, Cloud Engineer Intern at IBM",samleeQNKQN@gmail.com
Taylor Martinez,UCLA,Bioinformatics,2030,"MATLAB, Kubernetes, Cloud Computing, Data Analysis, C++","Internship at FAANG, Open Source Contributor",Data Science Intern at Amazon,taylormartinezOBRZM@gmail.com
Jamie Williams,Purdue University,Artificial Intelligence,2027,"AWS, React, NLP, Cloud Computing, SQL, Machine Learning, TensorFlow",Dean's List,Intern at Tesla (Autopilot team),jamiewilliamsZDRTB@gmail.com
Avery Brown,Stanford University,Cybersecurity,2026,"TensorFlow, Blockchain, Java, Cybersecurity, Deep Learning","Published Research Paper, Internship at FAANG","Cybersecurity Intern at Microsoft, Teaching Assistant for CS courses",averybrownNZUCV@gmail.com
Alex Lee,Caltech,Artificial Intelligence,2030,"React, Docker, C++, AWS, Cybersecurity, Computer Vision","Patent Holder, Published Research Paper, Conference Speaker",Machine Learning Intern at Meta,alexleeOABGL@gmail.com
Casey Brown,Purdue University,Robotics,2030,"Deep Learning, MATLAB, Blockchain, PyTorch, Docker",Published Research Paper,Teaching Assistant for CS courses,caseybrownOORZA@gmail.com
Casey Davis,Stanford University,Artificial Intelligence,2029,"Cybersecurity, TensorFlow, Docker, React, Computer Vision, PyTorch, Kubernetes","Internship at FAANG, Open Source Contributor","Cloud Engineer Intern at IBM, Data Science Intern at Amazon",caseydavisOGNUD@gmail.com
Jordan Miller,UC Berkeley,Cybersecurity,2026,"MATLAB, Java, PyTorch, Docker","Scholarship Recipient, Internship at FAANG, Hackathon Winner",Cloud Engineer Intern at IBM,jordanmillerSDXEH@gmail.com
Morgan Brown,Purdue University,Cybersecurity,2028,"Java, C++, SQL, MATLAB, Machine Learning","Dean's List, Scholarship Recipient, Startup Founder","Research Assistant in AI Lab, Software Engineering Intern at Google",morganbrownDRUPJ@gmail.com
Jamie Williams,UC Berkeley,Artificial Intelligence,2027,"MATLAB, TensorFlow, Docker, Machine Learning, SQL, Computer Vision",Internship at FAANG,"Data Science Intern at Amazon, Software Engineering Intern at Google",jamiewilliamsKCWIX@gmail.com
Casey Davis,Georgia Tech,Electrical Engineering,2029,"Cybersecurity, SQL, Kubernetes, Data Analysis, Machine Learning, React, Computer Vision",Scholarship Recipient,"Startup Co-Founder (Tech Product), Data Science Intern at Amazon",caseydavisWJNSJ@gmail.com
Avery Davis,Harvard University,Cybersecurity,2026,"Cybersecurity, React, Python, Data Analysis, TensorFlow","Patent Holder, Dean's List, Published Research Paper","Machine Learning Intern at Meta, Data Science Intern at Amazon",averydavisKHXKM@gmail.com
Jordan Lee,University of Texas at Austin,Mechanical Engineering,2028,"Cloud Computing, Computer Vision, Kubernetes, AWS","Dean's List, Patent Holder, Hackathon Winner",Robotics Research Intern,jordanleeBCXQR@gmail.com
Cameron Williams,Harvard University,Artificial Intelligence,2028,"PyTorch, C++, Cloud Computing, SQL, Kubernetes, NLP, TensorFlow","Startup Founder, Hackathon Winner",Cybersecurity Intern at Microsoft,cameronwilliamsZHEOU@gmail.com
Casey Miller,University of Texas at Austin,Data Science,2030,"Deep Learning, Node.js, Machine Learning, Java, TensorFlow","Patent Holder, Internship at FAANG","Research Assistant in AI Lab, Software Engineering Intern at Google",caseymillerZFRNZ@gmail.com
Morgan Miller,UC Berkeley,Computer Science,2030,"Python, Node.js, TensorFlow, Kubernetes, Data Analysis, SQL, Cloud Computing","Open Source Contributor, Robotics Competition Winner","Cloud Engineer Intern at IBM, Machine Learning Intern at Meta",morganmillerMDWFG@gmail.com
Taylor Williams,University of Texas at Austin,Cybersecurity,2027,"SQL, MATLAB, Node.js, Blockchain","Dean's List, Scholarship Recipient, Conference Speaker",Data Science Intern at Amazon,taylorwilliamsOYOLM@gmail.com
Morgan Lee,Cornell University,Computer Science,2030,"PyTorch, Blockchain, Python, Cybersecurity, Node.js, SQL","Internship at FAANG, Open Source Contributor, Startup Founder",Research Assistant in AI Lab,morganleeOSXUB@gmail.com
Jordan Smith,UC Berkeley,Data Science,2025,"AWS, MATLAB, React, Machine Learning, Deep Learning, Java","Startup Founder, Internship at FAANG, Scholarship Recipient","Robotics Research Intern, Startup Co-Founder (Tech Product)",jordansmithUWBCO@gmail.com
Alex Anderson,Carnegie Mellon University,Data Science,2029,"MATLAB, Computer Vision, C++, SQL",Startup Founder,"Robotics Research Intern, Cybersecurity Intern at Microsoft",alexandersonCTOBI@gmail.com
Morgan Miller,University of Washington,Information Systems,2026,"Kubernetes, C++, AWS, Node.js, Blockchain, Data Analysis","Dean's List, Internship at FAANG, Robotics Competition Winner",Software Engineering Intern at Google,morganmillerULSAH@gmail.com
Sam Anderson,Caltech,Software Engineering,2025,"Machine Learning, Kubernetes, MATLAB, C++, Python, NLP","Scholarship Recipient, Dean's List",Research Assistant in AI Lab,samandersonDEFEQ@gmail.com
Avery Martinez,UCLA,Cybersecurity,2026,"Deep Learning, Docker, TensorFlow, Cloud Computing, Computer Vision",Internship at FAANG,"Data Science Intern at Amazon, Machine Learning Intern at Meta",averymartinezTYRJD@gmail.com
Jamie Davis,Carnegie Mellon University,Computer Science,2027,"Blockchain, React, AWS, Node.js, MATLAB","Internship at FAANG, Conference Speaker",Software Engineering Intern at Google,jamiedavisZJBDI@gmail.com
Morgan Anderson,Caltech,Information Systems,2028,"Docker, SQL, Kubernetes, Blockchain, Cybersecurity, Data Analysis","Published Research Paper, Internship at FAANG",Teaching Assistant for CS courses,morganandersonEBXQI@gmail.com
Jordan Miller,University of Washington,Mechanical Engineering,2030,"SQL, Kubernetes, NLP, Machine Learning, Node.js","Patent Holder, Hackathon Winner, Scholarship Recipient","Cloud Engineer Intern at IBM, Machine Learning Intern at Meta",jordanmillerVYWHP@gmail.com
Avery Anderson,University of Michigan,Robotics,2026,"PyTorch, Java, Docker, Cloud Computing, Python, NLP, Node.js","Scholarship Recipient, Conference Speaker, Hackathon Winner",Teaching Assistant for CS courses,averyandersonVRSWR@gmail.com
Taylor Lee,University of Michigan,Software Engineering,2030,"SQL, NLP, Cloud Computing, Machine Learning, Docker",Open Source Contributor,Startup Co-Founder (Tech Product),taylorleeKUZYX@gmail.com
Jamie Lee,UC Berkeley,Information Systems,2028,"Data Analysis, NLP, Machine Learning, Computer Vision",Dean's List,Research Assistant in AI Lab,jamieleeDMSAW@gmail.com
Jordan Anderson,Carnegie Mellon University,Artificial Intelligence,2028,"Python, SQL, React, AWS, Blockchain, TensorFlow","Scholarship Recipient, Open Source Contributor",Startup Co-Founder (Tech Product),jordanandersonNAHRP@gmail.com
Casey Williams,Caltech,Mechanical Engineering,2030,"Computer Vision, Deep Learning, MATLAB, Blockchain, Node.js, C++, TensorFlow",Patent Holder,Data Science Intern at Amazon,caseywilliamsVGYFD@gmail.com
Jordan Miller,University of Washington,Bioinformatics,2030,"Machine Learning, AWS, TensorFlow, React, SQL, NLP","Patent Holder, Published Research Paper","Teaching Assistant for CS courses, Cybersecurity Intern at Microsoft",jordanmillerSVGLI@gmail.com
Jamie Brown,University of Washington,Robotics,2030,"Deep Learning, Blockchain, Data Analysis, Kubernetes, C++, PyTorch","Open Source Contributor, Dean's List",Cloud Engineer Intern at IBM,jamiebrownALBWG@gmail.com
Taylor Brown,Harvard University,Information Systems,2028,"PyTorch, AWS, Node.js, TensorFlow, Kubernetes, Blockchain","Patent Holder, Dean's List",Software Engineering Intern at Google,taylorbrownSTDFW@gmail.com
Sam Miller,Carnegie Mellon University,Computer Science,2030,"React, Node.js, AWS, C++","Dean's List, Patent Holder",Software Engineering Intern at Google,sammillerVMFDP@gmail.com
Jordan Lee,Caltech,Artificial Intelligence,2026,"Deep Learning, SQL, C++, Data Analysis, Java, Computer Vision, Cloud Computing","Open Source Contributor, Hackathon Winner, Scholarship Recipient",Software Engineering Intern at Google,jordanleeODVPS@gmail.com
Cameron Martinez,University of Texas at Austin,Software Engineering,2028,"AWS, Python, Docker, Deep Learning","Startup Founder, Dean's List",Cybersecurity Intern at Microsoft,cameronmartinezOQINW@gmail.com
Riley Lee,Princeton University,Software Engineering,2029,"MATLAB, Deep Learning, Node.js, Data Analysis, Cloud Computing, Blockchain, NLP",Internship at FAANG,"Research Assistant in AI Lab, Intern at Tesla (Autopilot team)",rileyleeMZUKD@gmail.com
Taylor Anderson,University of Texas at Austin,Data Science,2026,"Computer Vision, AWS, TensorFlow, MATLAB, SQL","Published Research Paper, Startup Founder",Teaching Assistant for CS courses,taylorandersonEROEP@gmail.com
Alex Smith,Harvard University,Mechanical Engineering,2027,"AWS, Node.js, SQL, PyTorch",Startup Founder,Data Science Intern at Amazon,alexsmithZCJHA@gmail.com
Alex Smith,Purdue University,Information Systems,2027,"NLP, Data Analysis, Machine Learning, Node.js, C++","Patent Holder, Open Source Contributor, Conference Speaker","Teaching Assistant for CS courses, Intern at Tesla (Autopilot team)",alexsmithBKULR@gmail.com
Taylor Brown,Purdue University,Computer Science,2028,"C++, Kubernetes, AWS, Computer Vision, MATLAB, Data Analysis","Patent Holder, Scholarship Recipient",Cybersecurity Intern at Microsoft,taylorbrownOJZAM@gmail.com
Cameron Martinez,Princeton University,Software Engineering,2030,"C++, Java, PyTorch, Machine Learning, MATLAB, Kubernetes","Scholarship Recipient, Internship at FAANG, Patent Holder",Machine Learning Intern at Meta,cameronmartinezAPHGI@gmail.com
Jamie Brown,University of Illinois Urbana-Champaign,Robotics,2027,"Java, React, Computer Vision, Machine Learning, Python, C++",Internship at FAANG,Machine Learning Intern at Meta,jamiebrownEQEXU@gmail.com
Morgan Johnson,University of Illinois Urbana-Champaign,Artificial Intelligence,2027,"React, PyTorch, Cybersecurity, Python",Scholarship Recipient,Research Assistant in AI Lab,morganjohnsonJEUJN@gmail.com
Avery Anderson,Cornell University,Bioinformatics,2030,"Cloud Computing, Data Analysis, Cybersecurity, AWS, Deep Learning","Patent Holder, Dean's List","Software Engineering Intern at Google, Cloud Engineer Intern at IBM",averyandersonJJZJM@gmail.com
Morgan Martinez,University of Texas at Austin,Artificial Intelligence,2026,"Node.js, Cybersecurity, Kubernetes, Data Analysis, TensorFlow, React, Cloud Computing",Open Source Contributor,Cybersecurity Intern at Microsoft,morganmartinezJCIPQ@gmail.com
Cameron Miller,University of Texas at Austin,Computer Science,2030,"TensorFlow, Docker, Cybersecurity, Cloud Computing, AWS, Java, MATLAB","Patent Holder, Robotics Competition Winner, Hackathon Winner",Robotics Research Intern,cameronmillerNSDLH@gmail.com
Riley Garcia,Cornell University,Mechanical Engineering,2025,"SQL, Cloud Computing, Java, Deep Learning, PyTorch","Open Source Contributor, Published Research Paper, Dean's List",Cybersecurity Intern at Microsoft,rileygarciaWWJFX@gmail.com
Morgan Brown,Harvard University,Robotics,2026,"Docker, MATLAB, TensorFlow, Cloud Computing, Java, NLP",Open Source Contributor,Robotics Research Intern,morganbrownVZNQW@gmail.com
Taylor Garcia,Stanford University,Robotics,2029,"NLP, Data Analysis, PyTorch, Java",Internship at FAANG,Cybersecurity Intern at Microsoft,taylorgarciaUXGRM@gmail.com
Jamie Davis,Harvard University,Data Science,2027,"PyTorch, MATLAB, C++, NLP, TensorFlow",Internship at FAANG,Intern at Tesla (Autopilot team),jamiedavisBTASM@gmail.com
Riley Martinez,University of Texas at Austin,Bioinformatics,2026,"React, TensorFlow, MATLAB, Data Analysis",Open Source Contributor,Teaching Assistant for CS courses,rileymartinezOXDAZ@gmail.com
Cameron Brown,Carnegie Mellon University,Mechanical Engineering,2025,"Kubernetes, C++, AWS, PyTorch, MATLAB, Cybersecurity","Published Research Paper, Open Source Contributor, Robotics Competition Winner",Robotics Research Intern,cameronbrownPNJBH@gmail.com
Sam Johnson,Carnegie Mellon University,Cybersecurity,2026,"Machine Learning, Cybersecurity, Data Analysis, Blockchain","Conference Speaker, Dean's List","Robotics Research Intern, Research Assistant in AI Lab",samjohnsonGLNLW@gmail.com
Jordan Garcia,UC Berkeley,Computer Science,2029,"Docker, Kubernetes, Data Analysis, Blockchain, Deep Learning","Internship at FAANG, Robotics Competition Winner","Software Engineering Intern at Google, Research Assistant in AI Lab",jordangarciaMPPSB@gmail.com
Riley Anderson,Princeton University,Robotics,2030,"Computer Vision, MATLAB, Deep Learning, Java, TensorFlow, C++","Robotics Competition Winner, Hackathon Winner",Data Science Intern at Amazon,rileyandersonQJWPI@gmail.com
Jordan Brown,UCLA,Robotics,2026,"SQL, React, Machine Learning, Blockchain",Patent Holder,Cybersecurity Intern at Microsoft,jordanbrownJMVLI@gmail.com
Avery Davis,Harvard University,Bioinformatics,2028,"Machine Learning, Java, PyTorch, Computer Vision, Cloud Computing, Data Analysis","Published Research Paper, Conference Speaker",Machine Learning Intern at Meta,averydavisKVSRE@gmail.com
Casey Smith,University of Michigan,Data Science,2026,"AWS, Kubernetes, Cloud Computing, Deep Learning, Python, Computer Vision","Hackathon Winner, Scholarship Recipient","Robotics Research Intern, Teaching Assistant for CS courses",caseysmithOPNGI@gmail.com
Jamie Garcia,Cornell University,Information Systems,2025,"Data Analysis, Machine Learning, SQL, Python, Java","Scholarship Recipient, Patent Holder","Robotics Research Intern, Intern at Tesla (Autopilot team)",jamiegarciaMOAZZ@gmail.com
Riley Williams,Caltech,Electrical Engineering,2028,"Node.js, SQL, React, Kubernetes, Java, Docker, Cloud Computing",Robotics Competition Winner,Intern at Tesla (Autopilot team),rileywilliamsJQMNS@gmail.com
Cameron Anderson,Georgia Tech,Cybersecurity,2029,"Deep Learning, Python, PyTorch, SQL, React, Node.js","Published Research Paper, Patent Holder",Intern at Tesla (Autopilot team),cameronandersonCLUGJ@gmail.com
Riley Miller,MIT,Data Science,2025,"MATLAB, Cybersecurity, AWS, Node.js, Blockchain",Robotics Competition Winner,"Intern at Tesla (Autopilot team), Robotics Research Intern",rileymillerYWSUH@gmail.com
Alex Brown,Cornell University,Electrical Engineering,2027,"Cybersecurity, AWS, Computer Vision, TensorFlow, Machine Learning","Internship at FAANG, Dean's List",Startup Co-Founder (Tech Product),alexbrownCSVJH@gmail.com
Avery Lee,Purdue University,Computer Science,2027,"MATLAB, AWS, Java, Computer Vision","Published Research Paper, Dean's List",Teaching Assistant for CS courses,averyleeQTIPP@gmail.com
Jamie Smith,University of Texas at Austin,Artificial Intelligence,2028,"TensorFlow, Blockchain, SQL, MATLAB, NLP","Robotics Competition Winner, Open Source Contributor, Internship at FAANG",Machine Learning Intern at Meta,jamiesmithBNMXH@gmail.com
Morgan Martinez,University of Texas at Austin,Cybersecurity,2030,"PyTorch, Python, Deep Learning, React, Docker","Dean's List, Internship at FAANG, Conference Speaker",Software Engineering Intern at Google,morganmartinezBSVKC@gmail.com
Casey Davis,Purdue University,Cybersecurity,2026,"Computer Vision, PyTorch, Cloud Computing, AWS, Blockchain, Machine Learning",Patent Holder,"Cybersecurity Intern at Microsoft, Research Assistant in AI Lab",caseydavisPAKRP@gmail.com
Jamie Lee,Caltech,Software Engineering,2030,"Machine Learning, Python, MATLAB, Cloud Computing, SQL, Blockchain","Startup Founder, Robotics Competition Winner","Cybersecurity Intern at Microsoft, Cloud Engineer Intern at IBM",jamieleeJSGRQ@gmail.com
Jamie Garcia,Harvard University,Software Engineering,2025,"MATLAB, React, TensorFlow, AWS","Robotics Competition Winner, Scholarship Recipient","Software Engineering Intern at Google, Robotics Research Intern",jamiegarciaFXQDL@gmail.com
Morgan Lee,University of Texas at Austin,Robotics,2026,"Data Analysis, Computer Vision, TensorFlow, Kubernetes, Docker, Cloud Computing","Hackathon Winner, Conference Speaker, Patent Holder","Teaching Assistant for CS courses, Research Assistant in AI Lab",morganleeGRSOC@gmail.com
